,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
709,Ambulance unions to meet Health Secretary for 11th-hour talks ahead of strikes,2022-12-19 19:51:59,GB,-0.432,ambulance unions meet health secretary 11th-hour talks ahead strikes,negative,12,78,December 2022
710,Scottish Chambers: Immigration moves and return of older workers urged,2023-01-19 07:25:09,GB,0.048,scottish chambers immigration moves return older workers urged,positive,10,70,January 2023
711,Budget: Can Northern Ireland economy build on green shoots of recovery?,2023-03-18 07:29:10,gb,-0.662,budget northern ireland economy build green shoots recovery,negative,11,71,March 2023
712,"Almost 20,000 new workers needed for Scotland’s construction sector, report says",2023-01-18 14:26:27,GB,0.033,almost 20 000 new workers needed scotland construction sector report says,positive,11,80,January 2023
713,Spanish inflation almost halves and German CPI falls as energy prices cool – as it happened,2023-03-30 17:39:28,gb,-0.171,spanish inflation almost halves german cpi falls energy prices cool happened,negative,16,91,March 2023
714,Scotland's renewable energy scandal: Replacement of wind farm workers with cheap overseas labour is worse than P&O – Kenny MacAskill,2022-11-17 05:55:00,GB,-0.509,scotland renewable energy scandal replacement wind farm workers cheap overseas labour worse p kenny macaskill,negative,20,132,November 2022
715,Jobs boost for Glasgow as BAE wins £4.2bn frigates contract for two shipyards,2022-11-15 09:35:35,GB,0.386,jobs boost glasgow bae wins 4.2bn frigates contract two shipyards,positive,13,77,November 2022
716,Ambulance staff say they feel &amp;lsquo;demonised&amp;rsquo; by Government,2023-01-14 07:33:25,GB,-0.281,ambulance staff say feel amp lsquo demonised amp rsquo government,negative,8,75,January 2023
717,No NI Executive and no Assembly… so who&amp;rsquo;s running Stormont?,2022-11-11 07:37:02,GB,0.205,ni executive assembly amp rsquo running stormont,positive,10,69,November 2022
718,RCN leader accuses Health Secretary of ‘bullyboy’ tactics,2022-12-09 22:23:01,GB,-0.324,rcn leader accuses health secretary bullyboy tactics,negative,8,57,December 2022
719,Exiting skills body boss delivers warning but also hails &#8216;really positive signs&#8217; for north-east energy transition,2023-02-07 18:00:32,GB,-0.436,exiting skills body boss delivers warning also hails 8216 really positive signs 8217 north-east energy transition,negative,16,125,February 2023
720,Government energy plan includes funding for Net Zero Teesside,2023-03-30 23:51:38,gb,0.436,government energy plan includes funding net zero teesside,positive,9,61,March 2023
721,Aster House offers 253 student bed spaces plus karaoke room and gym,2022-11-10 11:31:26,GB,0.322,aster house offers 253 student bed spaces plus karaoke room gym,positive,12,67,November 2022
722,Ten construction firms fined almost £60m over demolition cartel,2023-03-23 12:47:36,gb,-0.376,ten construction firms fined almost 60m demolition cartel,negative,9,63,March 2023
723,Zimbabwe's imposing new Chinese-funded parliament opens,2022-11-23 17:03:10,GB,-0.029,zimbabwe imposing new chinese-funded parliament opens,negative,6,55,November 2022
724,"Huge 1,300ft golden cube in Saudi Arabia to be one of largest structures in world",2023-02-20 18:01:49,GB,0.643,huge 1 300ft golden cube saudi arabia one largest structures world,positive,15,81,February 2023
725,Law firm moves to new Edinburgh office with 'real moss feature wall' after staff have say in design,2022-11-08 14:14:00,GB,0.225,law firm moves new edinburgh office real moss feature wall staff say design,positive,18,99,November 2022
726,The Manchester Airport job vacancies open for applications now,2023-03-08 17:28:31,gb,0.474,manchester airport job vacancies open applications,positive,9,62,March 2023
727,Who’s on strike today and how will it affect you? Daily update for January 5,2023-01-05 01:01:00,GB,-0.079,strike today affect daily update january 5,negative,15,76,January 2023
728,Nurses and ambulance workers continue strikes in England and Wales,2023-01-19 12:01:06,GB,0.052,nurses ambulance workers continue strikes england wales,positive,10,66,January 2023
729,Former Covid vaccine tsar warns UK ‘dismantling’ systems for fighting future pandemics,2022-11-30 13:20:49,GB,-0.389,former covid vaccine tsar warns uk dismantling systems fighting future pandemics,negative,12,86,November 2022
730,Businesses vote to raise interest rates by majority of seven to two,2022-11-02 09:52:56,GB,-0.11,businesses vote raise interest rates majority seven two,negative,12,67,November 2022
731,DAILY MAIL COMMENT: Caving in on strikes would be a calamity ,2023-01-19 03:07:06,GB,-0.159,daily mail comment caving strikes would calamity,negative,11,61,January 2023
732,"Cost-of-living crisis to push more retailers to brink in 2023, warn experts",2022-12-27 10:00:14,GB,-0.024,cost-of-living crisis push retailers brink 2023 warn experts,negative,12,75,December 2022
733,Energise your career at forthcoming Glasgow jobs fair,2023-01-24 18:29:10,GB,0.123,energise career forthcoming glasgow jobs fair,positive,8,53,January 2023
734,Housing providers failing on safety to have funding stripped,2022-11-24 05:09:52,GB,-0.532,housing providers failing safety funding stripped,negative,9,60,November 2022
735,Thousands of nurses strike in dispute over pay,2023-01-18 10:06:11,GB,-0.317,thousands nurses strike dispute pay,negative,8,46,January 2023
736,Train drivers’ strike will cripple services as union leaders warn of escalation,2023-01-04 16:35:54,GB,-0.345,train drivers strike cripple services union leaders warn escalation,negative,12,79,January 2023
737,Translation agency My Language Connection unveils move into Middle East,2022-11-17 18:06:21,GB,0.533,translation agency language connection unveils move middle east,positive,10,71,November 2022
738,"Indian tycoon Adani hit by more losses, calls for probe",2023-02-03 09:17:45,GB,-0.461,indian tycoon adani hit losses calls probe,negative,10,55,February 2023
739,Derek Tucker: BBC tying itself in knots over policy was inevitable,2023-03-15 07:00:51,gb,-0.223,derek tucker bbc tying knots policy inevitable,negative,11,66,March 2023
740,FTSE 100 tumbles into the red after recent rally while pound jumps higher,2023-02-28 18:45:53,GB,-0.1,ftse 100 tumbles red recent rally pound jumps higher,negative,13,73,February 2023
741,Union leaders to meet rail minister in bid to secure deal to end strikes,2023-01-09 01:16:03,GB,-0.13,union leaders meet rail minister bid secure deal end strikes,negative,14,72,January 2023
742,Health budget raided to fund pay deals as John Swinney sets out £1.2bn in cuts,2022-11-02 19:39:50,GB,-0.178,health budget raided fund pay deals john swinney sets 1.2bn cuts,negative,15,78,November 2022
743,Wrestler blasts Rishi Sunak over nurses strike in packed stadium,2023-01-04 14:35:59,GB,0.102,wrestler blasts rishi sunak nurses strike packed stadium,positive,10,64,January 2023
744,Russia changes missile strike tactics due ‘to concerns about vulnerability of Crimea’,2022-12-17 09:51:00,GB,-0.27,russia changes missile strike tactics due concerns vulnerability crimea,negative,12,85,December 2022
745,PMQs: Rishi Sunak says he is registered with NHS doctor,2023-01-11 15:03:12,GB,-0.058,pmqs rishi sunak says registered nhs doctor,negative,10,55,January 2023
746,Fareham: Charlie Luxton opens state-of-the-art Energy Hub,2023-03-28 04:29:00,gb,0.599,fareham charlie luxton opens state-of-the-art energy hub,positive,7,57,March 2023
747,Small boost for Jeremy Hunt as UK's economic health revised upwards by stats chiefs,2023-03-31 09:46:38,gb,-0.438,small boost jeremy hunt uk economic health revised upwards stats chiefs,negative,14,83,March 2023
748,Who is who in BBC One’s “truly smart British crime drama” The Gold? Our guide to the real life cast,2023-02-17 10:14:20,GB,0.191,bbc one truly smart british crime drama gold guide real life cast,positive,20,99,February 2023
749,"Do the actions match the ambition? The Saudi Green Initiative, one year on",2022-11-25 13:26:29,GB,0.105,actions match ambition saudi green initiative one year,positive,13,74,November 2022
750,"New Skills Bootcamps will support more than 1,000 residents in Scarborough",2022-12-12 17:24:56,GB,0.521,new skills bootcamps support 1 000 residents scarborough,positive,11,74,December 2022
751,Rishi Sunak holding emergency talks in bid to ease winter NHS crisis,2023-01-07 12:00:12,GB,-0.062,rishi sunak holding emergency talks bid ease winter nhs crisis,negative,12,68,January 2023
752,Wind & Rain Good News For Scotland’s Renewable Production in 2022,2023-01-05 01:01:00,GB,0.15,wind rain good news scotland renewable production 2022,positive,11,65,January 2023
753,Courses aimed at over-50s coming to Borders jobcentres,2023-01-24 11:00:00,GB,0.376,courses aimed over-50s coming borders jobcentres,positive,8,54,January 2023
754,Chris Mason: Government's view on public sector pay has shifted,2023-02-22 00:55:03,GB,-0.314,chris mason government view public sector pay shifted,negative,10,63,February 2023
755,The Mancunian Way: Shudehill Shard,2023-03-01 19:57:10,GB,0.148,mancunian way shudehill shard,positive,5,34,March 2023
756,New TUC boss calls for urgent meeting with Rishi Sunak over ‘simply unsustainable’ strikes,2023-01-04 09:21:14,GB,-0.278,new tuc boss calls urgent meeting rishi sunak simply unsustainable strikes,negative,14,90,January 2023
757,Egypt taps private firms and long-delayed museum to revitalise tourism,2023-02-27 16:59:39,GB,0.288,egypt taps private firms long-delayed museum revitalise tourism,positive,10,70,February 2023
758,"Budget calls to Jeremy Hunt from Tier One, Active and Populus",2023-03-14 08:00:00,gb,0.046,budget calls jeremy hunt tier one active populus,positive,11,61,March 2023
759,A fresh start for the New Year at Forth Valley College,2022-11-16 11:44:18,GB,0.407,fresh start new year forth valley college,positive,11,54,November 2022
760,Russia's economy shrinks by less than expected,2023-02-20 18:43:53,GB,-0.076,russia economy shrinks less expected,negative,7,46,February 2023
761,"From converted churches to former toilets, how foodies’ rush to repurposed restaurants helps to save the planet",2023-02-01 01:01:30,GB,-0.074,converted churches former toilets foodies rush repurposed restaurants helps save planet,negative,17,111,February 2023
762,Shortage of stonemasons could affect Scotland's crumbling heritage,2023-02-05 08:00:00,GB,0.47,shortage stonemasons could affect scotland crumbling heritage,positive,8,66,February 2023
763,"It may sound paradoxical, but Britain needs to spend its way out of recession",2022-11-03 18:12:59,GB,-0.181,may sound paradoxical britain needs spend way recession,negative,14,77,November 2022
764,NI firm aims to grow its 36-strong team to more than 130 in two years,2022-11-18 12:23:23,GB,0.054,ni firm aims grow 36-strong team 130 two years,positive,15,69,November 2022
765,FTSE 100 backtracks from record high as housebuilders slip,2023-02-06 18:44:47,GB,-0.129,ftse 100 backtracks record high housebuilders slip,negative,9,58,February 2023
766,Chancellor highlights energy security in meeting with oil and gas leaders,2022-12-09 18:11:59,GB,-0.151,chancellor highlights energy security meeting oil gas leaders,negative,11,73,December 2022
767,AquaTerra reshuffles senior leadership to focus on growth,2023-02-03 15:15:46,GB,0.464,aquaterra reshuffles senior leadership focus growth,positive,8,57,February 2023
768,Wind farm base to create 50 new jobs in the Scottish Borders,2023-01-26 09:35:00,GB,0.148,wind farm base create 50 new jobs scottish borders,positive,12,60,January 2023
769,Mould and damp: what are private tenants’ rights and responsibilities?,2022-12-02 13:02:35,GB,0.044,mould damp private tenants rights responsibilities,positive,10,70,December 2022
770,Angela Rayner accuses government of ‘cheating’ small businesses out of opportunity,2022-12-02 23:36:48,GB,-0.222,angela rayner accuses government cheating small businesses opportunity,negative,11,82,December 2022
